Drink Name,Ingredient Name,Quantity Used,Unit Type,Unit Cost,Cost Per Item
Sugar Free Cherry Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Sugar Free Cherry Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Sugar Free Cherry Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Sugar Free Cherry Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Sugar Free Cherry Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Sugar Free Cherry Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Sugar Free Cherry Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Sugar Free Cherry Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Sugar Free Cherry Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Sugar Free Cherry Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Sugar Free Cherry Arnold Palmer,Sugar Free Simple Syrup,4,Per Oz,$0.13,$0.50
Sugar Free Cherry Arnold Palmer,Sugar Free Cherry,1,Per Oz,$0.29,$0.29
Sugar Free Cherry Arnold Palmer,,,,Cost Per Drink,$1.78
Blue Lagoon,Straw,1,Per Cup,$0.01,$0.01
Blue Lagoon,Cup & Lid,1,Per Cup,$0.21,$0.21
Blue Lagoon,Sticker (Logo),1,Per Cup,$0.05,$0.05
Blue Lagoon,Sticker Printer,1,Per Cup,$0.01,$0.01
Blue Lagoon,Sticker Menu,0,Per Cup,$0.05,$0.00
Blue Lagoon,Cup Labor,1,Per Cup,$0.06,$0.06
Blue Lagoon,Ice,1,per lb,$0.19,$0.19
Blue Lagoon,Water,2,per cup (8oz),$0.03,$0.06
Blue Lagoon,Lime,1,Per Cup,$0.22,$0.22
Blue Lagoon,Simple Syrup,2,Per Oz,$0.03,$0.07
Blue Lagoon,Coconut,0.25,Per Oz,$0.29,$0.07
Blue Lagoon,Blue Raspberry,0.75,Per Oz,$0.29,$0.22
Blue Lagoon,,,,Cost Per Drink,$1.15
Princess Peach,Straw,1,Per Cup,$0.01,$0.01
Princess Peach,Cup & Lid,1,Per Cup,$0.21,$0.21
Princess Peach,Sticker (Logo),1,Per Cup,$0.05,$0.05
Princess Peach,Sticker Printer,1,Per Cup,$0.01,$0.01
Princess Peach,Sticker Menu,0,Per Cup,$0.05,$0.00
Princess Peach,Cup Labor,1,Per Cup,$0.06,$0.06
Princess Peach,Ice,1,per lb,$0.19,$0.19
Princess Peach,Water,2,per cup (8oz),$0.03,$0.06
Princess Peach,Lemon,1,Per Cup,$0.28,$0.28
Princess Peach,Simple Syrup,2,Per Oz,$0.03,$0.07
Princess Peach,Strawberry,0.25,Per Oz,$0.29,$0.07
Princess Peach,Peach,0.5,Per Oz,$0.29,$0.15
Princess Peach,Coconut,0.25,Per Oz,$0.29,$0.07
Princess Peach,,,,Cost Per Drink,$1.22
Sugar Free Princess Peach,Straw,1,Per Cup,$0.01,$0.01
Sugar Free Princess Peach,Cup & Lid,1,Per Cup,$0.21,$0.21
Sugar Free Princess Peach,Sticker (Logo),1,Per Cup,$0.05,$0.05
Sugar Free Princess Peach,Sticker Printer,1,Per Cup,$0.01,$0.01
Sugar Free Princess Peach,Sticker Menu,0,Per Cup,$0.05,$0.00
Sugar Free Princess Peach,Cup Labor,1,Per Cup,$0.06,$0.06
Sugar Free Princess Peach,Ice,1,per lb,$0.19,$0.19
Sugar Free Princess Peach,Water,2,per cup (8oz),$0.03,$0.06
Sugar Free Princess Peach,Lemon,1,Per Cup,$0.28,$0.28
Sugar Free Princess Peach,Sugar Free Simple Syrup,3,Per Oz,$0.13,$0.38
Sugar Free Princess Peach,Sugar Free Strawberry,0.375,Per Oz,$0.29,$0.11
Sugar Free Princess Peach,Sugar Free Peach,0.25,Per Oz,$0.29,$0.07
Sugar Free Princess Peach,Sugar Free Coconut,0.375,Per Oz,$0.29,$0.11
Sugar Free Princess Peach,,,,Cost Per Drink,$1.53
Sweet Dream,Straw,1,Per Cup,$0.01,$0.01
Sweet Dream,Cup & Lid,1,Per Cup,$0.21,$0.21
Sweet Dream,Sticker (Logo),1,Per Cup,$0.05,$0.05
Sweet Dream,Sticker Printer,1,Per Cup,$0.01,$0.01
Sweet Dream,Sticker Menu,0,Per Cup,$0.05,$0.00
Sweet Dream,Cup Labor,1,Per Cup,$0.06,$0.06
Sweet Dream,Ice,1,per lb,$0.19,$0.19
Sweet Dream,Water,2,per cup (8oz),$0.03,$0.06
Sweet Dream,Lemon,1,Per Cup,$0.28,$0.28
Sweet Dream,Simple Syrup,2,Per Oz,$0.03,$0.07
Sweet Dream,Strawberry,0.5,Per Oz,$0.29,$0.15
Sweet Dream,French Vanilla,0.5,Per Oz,$0.29,$0.15
Sweet Dream,,,,Cost Per Drink,$1.22
Orange Cream,Straw,1,Per Cup,$0.01,$0.01
Orange Cream,Cup & Lid,1,Per Cup,$0.21,$0.21
Orange Cream,Sticker (Logo),1,Per Cup,$0.05,$0.05
Orange Cream,Sticker Printer,1,Per Cup,$0.01,$0.01
Orange Cream,Sticker Menu,0,Per Cup,$0.05,$0.00
Orange Cream,Cup Labor,1,Per Cup,$0.06,$0.06
Orange Cream,Ice,1,per lb,$0.19,$0.19
Orange Cream,Water,2,per cup (8oz),$0.03,$0.06
Orange Cream,Lemon,1,Per Cup,$0.28,$0.28
Orange Cream,Simple Syrup,2,Per Oz,$0.03,$0.07
Orange Cream,French Vanilla,0.5,Per Oz,$0.29,$0.15
Orange Cream,Candied Orange,0.5,Per Oz,$0.29,$0.15
Orange Cream,,,,Cost Per Drink,$1.22
Pina Colada,Straw,1,Per Cup,$0.01,$0.01
Pina Colada,Cup & Lid,1,Per Cup,$0.21,$0.21
Pina Colada,Sticker (Logo),1,Per Cup,$0.05,$0.05
Pina Colada,Sticker Printer,1,Per Cup,$0.01,$0.01
Pina Colada,Sticker Menu,0,Per Cup,$0.05,$0.00
Pina Colada,Cup Labor,1,Per Cup,$0.06,$0.06
Pina Colada,Ice,1,per lb,$0.19,$0.19
Pina Colada,Water,2,per cup (8oz),$0.03,$0.06
Pina Colada,Lemon,1,Per Cup,$0.28,$0.28
Pina Colada,Simple Syrup,2,Per Oz,$0.03,$0.07
Pina Colada,Sweetened Condensed Milk,0.5,Per Oz,$0.14,$0.07
Pina Colada,Pineapple,0.5,Per Oz,$0.29,$0.15
Pina Colada,Coconut,0.5,Per Oz,$0.29,$0.15
Pina Colada,,,,Cost Per Drink,$1.28
Miami Vice,Straw,1,Per Cup,$0.01,$0.01
Miami Vice,Cup & Lid,1,Per Cup,$0.21,$0.21
Miami Vice,Sticker (Logo),1,Per Cup,$0.05,$0.05
Miami Vice,Sticker Printer,1,Per Cup,$0.01,$0.01
Miami Vice,Sticker Menu,0,Per Cup,$0.05,$0.00
Miami Vice,Cup Labor,1,Per Cup,$0.06,$0.06
Miami Vice,Ice,1,per lb,$0.19,$0.19
Miami Vice,Water,2,per cup (8oz),$0.03,$0.06
Miami Vice,Lemon,1,Per Cup,$0.28,$0.28
Miami Vice,Simple Syrup,1,Per Oz,$0.03,$0.03
Miami Vice,Sweetened Condensed Milk,0.5,Per Oz,$0.14,$0.07
Miami Vice,Strawberry,0.5,Per Oz,$0.29,$0.15
Miami Vice,Pineapple,0.25,Per Oz,$0.29,$0.07
Miami Vice,Coconut,0.25,Per Oz,$0.29,$0.07
Miami Vice,,,,Cost Per Drink,$1.25
Hawaii Blue,Straw,1,Per Cup,$0.01,$0.01
Hawaii Blue,Cup & Lid,1,Per Cup,$0.21,$0.21
Hawaii Blue,Sticker (Logo),1,Per Cup,$0.05,$0.05
Hawaii Blue,Sticker Printer,1,Per Cup,$0.01,$0.01
Hawaii Blue,Sticker Menu,0,Per Cup,$0.05,$0.00
Hawaii Blue,Cup Labor,1,Per Cup,$0.06,$0.06
Hawaii Blue,Ice,1,per lb,$0.19,$0.19
Hawaii Blue,Water,2,per cup (8oz),$0.03,$0.06
Hawaii Blue,Lemon,1,Per Cup,$0.28,$0.28
Hawaii Blue,Simple Syrup,2,Per Oz,$0.03,$0.07
Hawaii Blue,Sweetened Condensed Milk,0.5,Per Oz,$0.14,$0.07
Hawaii Blue,Pineapple,0.25,Per Oz,$0.29,$0.07
Hawaii Blue,Blue Raspberry,0.5,Per Oz,$0.29,$0.15
Hawaii Blue,,,,Cost Per Drink,$1.21
Regular N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Regular N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Regular N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Regular N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Regular N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Regular N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Regular N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Regular N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Regular N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Regular N Cream Limeade,Simple Syrup,2,Per Oz,$0.03,$0.07
Regular N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Regular N Cream Limeade,French Vanilla,0.25,Per OZ,$0.29,$0.07
Regular N Cream Limeade,,,,Cost Per Drink,$1.07
Blue Raspberry N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Blue Raspberry N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Blue Raspberry N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Blue Raspberry N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Blue Raspberry N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Blue Raspberry N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Blue Raspberry N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Blue Raspberry N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Blue Raspberry N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Blue Raspberry N Cream Limeade,Simple Syrup,2,Per Oz,$0.03,$0.07
Blue Raspberry N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Blue Raspberry N Cream Limeade,Blue Raspberry,0.5,Per Oz,$0.29,$0.15
Blue Raspberry N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Blue Raspberry N Cream Limeade,,,,Cost Per Drink,$1.22
Coconut N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Coconut N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Coconut N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Coconut N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Coconut N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Coconut N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Coconut N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Coconut N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Coconut N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Coconut N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Coconut N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Coconut N Cream Limeade,Coconut,0.5,Per Oz,$0.29,$0.15
Coconut N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Coconut N Cream Limeade,,,,Cost Per Drink,$1.20
Cucumber N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Cucumber N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Cucumber N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cucumber N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Cucumber N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Cucumber N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Cucumber N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Cucumber N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Cucumber N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Cucumber N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Cucumber N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Cucumber N Cream Limeade,Cucumber,0.5,Per Oz,$0.30,$0.15
Cucumber N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Cucumber N Cream Limeade,,,,Cost Per Drink,$1.20
Lavender N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Lavender N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Lavender N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Lavender N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Lavender N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Lavender N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Lavender N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Lavender N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Lavender N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Lavender N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Lavender N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Lavender N Cream Limeade,Lavender,0.5,Per Oz,$0.29,$0.15
Lavender N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Lavender N Cream Limeade,,,,Cost Per Drink,$1.20
Peach N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Peach N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Peach N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Peach N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Peach N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Peach N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Peach N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Peach N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Peach N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Peach N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Peach N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Peach N Cream Limeade,Peach,0.5,Per Oz,$0.29,$0.15
Peach N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Peach N Cream Limeade,,,,Cost Per Drink,$1.20
Pineapple N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Pineapple N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Pineapple N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Pineapple N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Pineapple N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Pineapple N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Pineapple N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Pineapple N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Pineapple N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Pineapple N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Pineapple N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Pineapple N Cream Limeade,Pineapple,0.5,Per Oz,$0.29,$0.15
Pineapple N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Pineapple N Cream Limeade,,,,Cost Per Drink,$1.20
Raspberry N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Raspberry N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Raspberry N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Raspberry N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Raspberry N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Raspberry N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Raspberry N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Raspberry N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Raspberry N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Raspberry N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Raspberry N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Raspberry N Cream Limeade,Raspberry,0.5,Per Oz,$0.29,$0.15
Raspberry N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Raspberry N Cream Limeade,,,,Cost Per Drink,$1.20
Strawberry N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Strawberry N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Strawberry N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Strawberry N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Strawberry N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Strawberry N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Strawberry N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Strawberry N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Strawberry N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Strawberry N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Strawberry N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Strawberry N Cream Limeade,Strawberry,0.5,Per Oz,$0.29,$0.15
Strawberry N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Strawberry N Cream Limeade,,,,Cost Per Drink,$1.20
Watermelon N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Watermelon N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Watermelon N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Watermelon N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Watermelon N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Watermelon N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Watermelon N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Watermelon N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Watermelon N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Watermelon N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Watermelon N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Watermelon N Cream Limeade,Watermelon,0.5,Per Oz,$0.29,$0.15
Watermelon N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Watermelon N Cream Limeade,,,,Cost Per Drink,$1.20
French Vanilla N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
French Vanilla N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
French Vanilla N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
French Vanilla N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
French Vanilla N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
French Vanilla N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
French Vanilla N Cream Limeade,Ice,1,per lb,$0.19,$0.19
French Vanilla N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
French Vanilla N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
French Vanilla N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
French Vanilla N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
French Vanilla N Cream Limeade,French Vanilla,0.75,Per Oz,$0.29,$0.22
French Vanilla N Cream Limeade,,,,Cost Per Drink,$1.20
Cherry N Cream Limeade,Straw,1,Per Cup,$0.01,$0.01
Cherry N Cream Limeade,Cup & Lid,1,Per Cup,$0.21,$0.21
Cherry N Cream Limeade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cherry N Cream Limeade,Sticker Printer,1,Per Cup,$0.01,$0.01
Cherry N Cream Limeade,Sticker Menu,0,Per Cup,$0.05,$0.00
Cherry N Cream Limeade,Cup Labor,1,Per Cup,$0.06,$0.06
Cherry N Cream Limeade,Ice,1,per lb,$0.19,$0.19
Cherry N Cream Limeade,Water,2,per cup (8oz),$0.03,$0.06
Cherry N Cream Limeade,Lime,1,Per Cup,$0.22,$0.22
Cherry N Cream Limeade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Cherry N Cream Limeade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Cherry N Cream Limeade,Cherry,0.5,Per Oz,$0.29,$0.15
Cherry N Cream Limeade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Cherry N Cream Limeade,,,,Cost Per Drink,$1.20
Regular N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Regular N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Regular N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Regular N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Regular N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Regular N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Regular N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Regular N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Regular N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Regular N Cream Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Regular N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Regular N Cream Lemonade,French Vanilla,0.25,Per OZ,$0.29,$0.07
Regular N Cream Lemonade,,,,Cost Per Drink,$1.13
Blue Raspberry N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Blue Raspberry N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Blue Raspberry N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Blue Raspberry N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Blue Raspberry N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Blue Raspberry N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Blue Raspberry N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Blue Raspberry N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Blue Raspberry N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Blue Raspberry N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Blue Raspberry N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Blue Raspberry N Cream Lemonade,Blue Raspberry,0.5,Per Oz,$0.29,$0.15
Blue Raspberry N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Blue Raspberry N Cream Lemonade,,,,Cost Per Drink,$1.26
Coconut N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Coconut N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Coconut N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Coconut N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Coconut N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Coconut N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Coconut N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Coconut N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Coconut N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Coconut N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Coconut N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Coconut N Cream Lemonade,Coconut,0.5,Per Oz,$0.29,$0.15
Coconut N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Coconut N Cream Lemonade,,,,Cost Per Drink,$1.26
Cucumber N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Cucumber N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Cucumber N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cucumber N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Cucumber N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Cucumber N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Cucumber N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Cucumber N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Cucumber N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Cucumber N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Cucumber N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Cucumber N Cream Lemonade,Cucumber,0.5,Per Oz,$0.30,$0.15
Cucumber N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Cucumber N Cream Lemonade,,,,Cost Per Drink,$1.27
Lavender N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Lavender N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Lavender N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Lavender N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Lavender N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Lavender N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Lavender N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Lavender N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Lavender N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Lavender N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Lavender N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Lavender N Cream Lemonade,Lavender,0.5,Per Oz,$0.29,$0.15
Lavender N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Lavender N Cream Lemonade,,,,Cost Per Drink,$1.26
Peach N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Peach N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Peach N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Peach N Cream Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Peach N Cream Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Peach N Cream Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Peach N Cream Lemonade,Ice,1,per lb,$0.19,$0.19
Peach N Cream Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Peach N Cream Lemonade,Lemon,1,Per Cup,$0.28,$0.28
Peach N Cream Lemonade,Simple Syrup,1.5,Per Oz,$0.03,$0.05
Peach N Cream Lemonade,Sweetened Condensed Milk,1,Per Oz,$0.14,$0.14
Peach N Cream Lemonade,Peach,0.5,Per Oz,$0.29,$0.15
Peach N Cream Lemonade,French Vanilla,0.25,Per Oz,$0.29,$0.07
Peach N Cream Lemonade,,,,Cost Per Drink,$1.26
Pineapple N Cream Lemonade,Straw,1,Per Cup,$0.01,$0.01
Pineapple N Cream Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Pineapple N Cream Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
